run_id,population,coupling-strength,noise-level,perturb-duration,recovery-tolerance,perturbation-regime,identity-pull-weight,social-pull-weight,metabolic-rate,shock-multiplier,recovery-rate,fatigue-threshold,fatigue-saturation,fatigue-intensity,cost-decay-rate,perturbation-strength,fatigue-enabled?,controlled-variance?,entrainment-mode?,selective-identity-pull,[total steps],[final value],
2.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
2.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
2.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,47.194461095139054
2.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,7297.47010965355
2.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
2.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.0487384774287711
2.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,1.599962462432448
2.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
2.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,78.01429554878814
2.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,8056.359519982803
2.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,33543.61183639027
2.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.443019391298626
2.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.08486939156308033
2.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,81.69755912614096
2.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.0405951263665878
3,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
3.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,0
3.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,4.595160276940575
3.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,47.9165104939042
3.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
3.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,43
3.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.2866666666666667
3.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,51.80116285611555
3.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,14206.604387759115
3.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
3.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
3.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,46.35538851656696
3.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,5743.02959008321
3.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
3.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.1174787767683647
3.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,2.4737125527422674
3.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
3.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,85.36517067425594
3.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,8169.2543654169685
3.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,30285.822372420585
3.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.5073331235019432
3.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.08639896230263784
3.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,89.50814376409787
3.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.0546032792356812
4,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
4.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,0
4.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,5.052706552752127
4.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,47.92514246995023
4.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
4.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,30
4.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.2
4.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,50.65300267614203
4.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,14011.599326242353
4.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
4.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
4.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,47.24317741840226
4.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,7412.756008679178
4.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
4.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.0721760356535963
4.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,1.8902010682446533
4.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
4.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,87.6645281689585
4.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,8732.524672191812
4.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,27803.215913019838
4.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.44354742994719354
4.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.0857393011101518
4.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,89.1836583763858
4.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.04402471601023028
5,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
5.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,24
5.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,9.667858173467238
5.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,47.81176049888916
5.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
5.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,25
5.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.16666666666666666
5.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,50.965232574949894
5.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,14272.04279231704
5.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
5.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
5.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,47.18106608367701
5.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,7098.076562201093
5.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
5.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.08020519257792
5.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,2.0106915820433633
5.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
5.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,86.38666666666667
5.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,8293.737600553754
5.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,27114.924755436787
5.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.4616618534231762
5.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.07961806185216797
5.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,95.72772476345587
5.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.046054785308680124
6,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
6.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,0
6.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,4.912979641389285
6.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,47.261315631251406
6.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
6.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,29
6.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.19333333333333333
6.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,48.582697484473265
6.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,11373.52282427724
6.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
6.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
6.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,46.94462080692553
6.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,6588.939980735554
6.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
6.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.0348938099699392
6.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,1.7261536540825433
6.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
6.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,86.81999999999992
6.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,7513.959330486947
6.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,24761.706740375936
6.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.4416152149704611
6.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.08554569577277119
6.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,87.72507811264335
6.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.03726326882594044
7,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
7.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,0
7.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,6.967474347266531
7.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,47.52582942123739
7.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
7.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,23
7.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.15333333333333332
7.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,50.15881997728768
7.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,14395.40180753703
7.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
7.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
7.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,47.04898861187396
7.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,7388.568345612795
7.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
7.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.0660977304117625
7.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,1.9483343909357993
7.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
7.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,87.15629303961623
7.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,8462.949476441183
7.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,25732.040272735023
7.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.4005147140159928
7.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.07388327727300116
7.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,84.40577228210178
7.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.037290359344794854
8,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
8.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,1
8.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,10.655929817017878
8.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,47.280371275368935
8.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
8.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,32
8.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.21333333333333335
8.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,50.20866598034218
8.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,15089.491941597887
8.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
8.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
8.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,46.48625745707108
8.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,6307.303675568425
8.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
8.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.0800754615857955
8.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,2.3923839278656573
8.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
8.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,81.0108311533149
8.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,8180.837172321378
8.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,33614.098752886464
8.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.47947107207594786
8.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.08976827799350973
8.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,98.69080954974413
8.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.04589086186504887
9,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
9.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,0
9.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,7.084925688943514
9.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,48.01090295131704
9.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
9.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,29
9.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.19333333333333333
9.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,50.00160388249805
9.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,12043.292463205738
9.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
9.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
9.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,47.53379281078606
9.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,7001.539556344388
9.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
9.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.0519169821254408
9.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,1.720092040655945
9.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
9.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,87.08052065083696
9.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,7976.278451670914
9.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,25370.376096022726
9.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.42991409479384846
9.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.07615091828286527
9.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,84.95981300899211
9.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.043595646715316905
10,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
10.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,0
10.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,8.611149479750523
10.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,47.11625142989304
10.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
10.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,26
10.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.17333333333333334
10.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,49.0716188900016
10.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,13901.674880749253
10.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
10.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
10.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,46.70625502696703
10.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,6457.701668959534
10.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
10.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.0506434065773174
10.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,2.152727950808092
10.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
10.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,79.19351193905187
10.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,7747.990359003083
10.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,26422.026364634097
10.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.46295150448422073
10.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.08844187546698618
10.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,82.43874147347876
10.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.03756453840011664
11,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
11.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,3
11.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,6.202050637404255
11.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,47.54873178976467
11.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
11.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,36
11.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.24
11.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,50.18763772370981
11.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,14364.353275295676
11.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
11.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
11.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,46.71539307378201
11.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,6631.74925983886
11.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
11.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.0743276342434658
11.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,2.1659976444351736
11.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
11.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,85.3075313169548
11.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,8487.574223548492
11.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,28849.572890449785
11.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.44113422898929877
11.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.0805054314642111
11.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,88.1582270302882
11.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.044754468513896306
12,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
12.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,84
12.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,10.597423470548776
12.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,47.86868403938857
12.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
12.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,36
12.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.24
12.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,51.41955118960942
12.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,17135.652150954906
12.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
12.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
12.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,46.74735757089776
12.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,7193.9849686530015
12.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
12.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.0999456196347728
12.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,2.381941611724465
12.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
12.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,86.87676950120489
12.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,9579.985092405452
12.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,33453.57484977045
12.20,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-gini,0.4343936928054375
12.21,,,,,,,,,,,,,,,,,,,,,5000,initial-coupling-bias-variance,0.08733387161949417
12.22,,,,,,,,,,,,,,,,,,,,,5000,heading-variance,91.53748722473833
12.23,,,,,,,,,,,,,,,,,,,,,5000,cost-gini,0.04733842518637643
13,150.0,0.4,0.3,30.0,5.0,single,0.2,0.5,0.1,1,0.05,500,2000,0.5,0.01,60,true,false,false,all,5000,[step],5000
13.1,,,,,,,,,,,,,,,,,,,,,5000,recovery-time,25
13.2,,,,,,,,,,,,,,,,,,,,,5000,max-deviation,8.026801527875179
13.3,,,,,,,,,,,,,,,,,,,,,5000,mean-cumulative-cost,47.55065748766046
13.4,,,,,,,,,,,,,,,,,,,,,5000,max-fatigue-level,0
13.5,,,,,,,,,,,,,,,,,,,,,5000,at-risk-count,31
13.6,,,,,,,,,,,,,,,,,,,,,5000,at-risk-fraction,0.20666666666666667
13.7,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-cost,49.76272538007105
13.8,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-alignment-work,14243.816938001706
13.9,,,,,,,,,,,,,,,,,,,,,5000,at-risk-max-fatigue,0
13.10,,,,,,,,,,,,,,,,,,,,,5000,at-risk-mean-fatigue,0
13.11,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-cost,46.974404507284625
13.12,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-alignment-work,6879.0296605549165
13.13,,,,,,,,,,,,,,,,,,,,,5000,rest-mean-fatigue,0
13.14,,,,,,,,,,,,,,,,,,,,,5000,cost-burden-ratio,1.0593583016545538
13.15,,,,,,,,,,,,,,,,,,,,,5000,alignment-work-ratio,2.070614264054894
13.16,,,,,,,,,,,,,,,,,,,,,5000,fatigue-burden-ratio,0
13.17,,,,,,,,,,,,,,,,,,,,,5000,mean-initial-distance,84.08974395127493
13.18,,,,,,,,,,,,,,,,,,,,,5000,mean-alignment-work,8401.085697893926
13.19,,,,,,,,,,,,,,,,,,,,,5000,max-alignment-work,29062.967139975503
